fecha,municipio,promedio_pm25,promedio_pm10,promedio_o3,promedio_no2,ica_promedio_pm25,casos_sari_inusitada,casos_misc_pediatrico,casos_totales_respiratorios,pm25_media_movil_7d,pm25_media_movil_30d,categoria_ica_pm25,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_4,pm25_lag_5,pm25_lag_6,pm25_lag_7,poblacion_estimada,tasa_sari_por_100k,tasa_total_por_100k
2024-05-13,SABANETA,23.21,44.04,17.21,12.65,72.4,0,0,0,19.91,23.52,Regular / Aceptable,16.06,13.19,22.47,27.1,17.45,19.91,27.07,85000,0.0,0.0
2024-05-14,SABANETA,21.46,53.19,15.0,11.7,68.9,0,0,0,20.13,23.47,Regular / Aceptable,23.21,16.06,13.19,22.47,27.1,17.45,19.91,85000,0.0,0.0
2024-05-15,SABANETA,25.71,41.6,16.55,13.51,77.4,0,0,0,21.31,23.4,Regular / Aceptable,21.46,23.21,16.06,13.19,22.47,27.1,17.45,85000,0.0,0.0
2024-05-16,SABANETA,23.15,38.51,20.85,15.87,72.3,0,0,0,20.75,23.17,Regular / Aceptable,25.71,21.46,23.21,16.06,13.19,22.47,27.1,85000,0.0,0.0
2024-05-17,SABANETA,19.71,41.96,11.7,11.13,65.4,0,0,0,20.36,22.93,Regular / Aceptable,23.15,25.71,21.46,23.21,16.06,13.19,22.47,85000,0.0,0.0
2024-05-18,SABANETA,13.24,23.01,11.59,8.0,52.5,0,0,0,20.36,22.52,Regular / Aceptable,19.71,23.15,25.71,21.46,23.21,16.06,13.19,85000,0.0,0.0
2024-05-19,SABANETA,16.6,33.59,13.54,12.13,59.2,0,0,0,20.44,22.14,Regular / Aceptable,13.24,19.71,23.15,25.71,21.46,23.21,16.06,85000,0.0,0.0
2024-05-20,SABANETA,18.35,35.84,14.94,9.94,62.7,0,0,0,19.75,22.02,Regular / Aceptable,16.6,13.24,19.71,23.15,25.71,21.46,23.21,85000,0.0,0.0
2024-05-21,SABANETA,21.65,38.09,17.26,11.83,69.3,0,0,0,19.77,22.06,Regular / Aceptable,18.35,16.6,13.24,19.71,23.15,25.71,21.46,85000,0.0,0.0
2024-05-22,SABANETA,19.24,31.27,15.89,15.4,64.5,0,0,0,18.85,21.68,Regular / Aceptable,21.65,18.35,16.6,13.24,19.71,23.15,25.71,85000,0.0,0.0
2024-05-23,SABANETA,20.25,37.17,18.93,14.86,66.5,0,0,0,18.43,21.22,Regular / Aceptable,19.24,21.65,18.35,16.6,13.24,19.71,23.15,85000,0.0,0.0
2024-05-24,SABANETA,23.01,36.3,16.18,13.47,72.0,0,0,0,18.91,21.12,Regular / Aceptable,20.25,19.24,21.65,18.35,16.6,13.24,19.71,85000,0.0,0.0
2024-05-25,SABANETA,17.93,28.26,16.6,9.57,61.9,0,0,0,19.58,20.77,Regular / Aceptable,23.01,20.25,19.24,21.65,18.35,16.6,13.24,85000,0.0,0.0
2024-05-26,SABANETA,11.36,23.45,20.3,11.72,47.3,0,0,0,18.83,20.23,Buena,17.93,23.01,20.25,19.24,21.65,18.35,16.6,85000,0.0,0.0
2024-05-27,SABANETA,19.96,37.19,17.36,11.92,65.9,0,0,0,19.06,20.4,Regular / Aceptable,11.36,17.93,23.01,20.25,19.24,21.65,18.35,85000,0.0,0.0
2024-05-28,SABANETA,21.4,41.87,19.69,12.27,68.8,0,0,0,19.02,20.42,Regular / Aceptable,19.96,11.36,17.93,23.01,20.25,19.24,21.65,85000,0.0,0.0
2024-05-29,SABANETA,21.21,43.89,21.23,10.6,68.4,0,0,0,19.3,20.07,Regular / Aceptable,21.4,19.96,11.36,17.93,23.01,20.25,19.24,85000,0.0,0.0
2024-05-30,SABANETA,22.05,49.45,15.86,8.6,70.1,0,0,0,19.56,19.86,Regular / Aceptable,21.21,21.4,19.96,11.36,17.93,23.01,20.25,85000,0.0,0.0
2024-05-31,SABANETA,19.98,38.99,17.26,11.66,66.0,0,0,0,19.13,19.88,Regular / Aceptable,22.05,21.21,21.4,19.96,11.36,17.93,23.01,85000,0.0,0.0
2024-06-01,SABANETA,12.45,22.99,17.88,6.08,50.9,0,0,0,18.34,19.51,Regular / Aceptable,19.98,22.05,21.21,21.4,19.96,11.36,17.93,85000,0.0,0.0
2024-06-02,SABANETA,14.78,24.46,19.85,10.11,55.6,0,0,0,18.83,19.34,Regular / Aceptable,12.45,19.98,22.05,21.21,21.4,19.96,11.36,85000,0.0,0.0
2024-06-03,SABANETA,13.77,20.58,14.65,11.7,53.5,0,0,0,17.95,19.34,Regular / Aceptable,14.78,12.45,19.98,22.05,21.21,21.4,19.96,85000,0.0,0.0
2024-06-04,SABANETA,16.15,30.88,21.34,13.5,58.3,0,0,0,17.2,19.33,Regular / Aceptable,13.77,14.78,12.45,19.98,22.05,21.21,21.4,85000,0.0,0.0
2024-06-05,SABANETA,16.38,33.62,16.41,12.97,58.8,0,0,0,16.51,18.97,Regular / Aceptable,16.15,13.77,14.78,12.45,19.98,22.05,21.21,85000,0.0,0.0
2024-06-06,SABANETA,18.26,29.19,19.92,14.7,62.5,0,0,0,15.97,18.92,Regular / Aceptable,16.38,16.15,13.77,14.78,12.45,19.98,22.05,85000,0.0,0.0
2024-06-07,SABANETA,14.54,29.78,17.96,11.6,55.1,0,0,0,15.19,18.82,Regular / Aceptable,18.26,16.38,16.15,13.77,14.78,12.45,19.98,85000,0.0,0.0
2024-06-08,SABANETA,6.98,13.64,18.02,7.97,29.1,0,0,0,14.41,18.15,Buena,14.54,18.26,16.38,16.15,13.77,14.78,12.45,85000,0.0,0.0
2024-06-09,SABANETA,13.88,27.35,19.38,9.97,53.8,0,0,0,14.28,17.86,Regular / Aceptable,6.98,14.54,18.26,16.38,16.15,13.77,14.78,85000,0.0,0.0
2024-06-10,SABANETA,16.76,32.64,17.07,10.44,59.5,0,0,0,14.71,17.98,Regular / Aceptable,13.88,6.98,14.54,18.26,16.38,16.15,13.77,85000,0.0,0.0
2024-06-11,SABANETA,13.91,33.06,19.65,12.72,53.8,0,0,0,14.39,17.91,Regular / Aceptable,16.76,13.88,6.98,14.54,18.26,16.38,16.15,85000,0.0,0.0
2024-06-12,SABANETA,15.35,28.66,18.89,9.91,56.7,0,0,0,14.24,17.65,Regular / Aceptable,13.91,16.76,13.88,6.98,14.54,18.26,16.38,85000,0.0,0.0
2024-06-13,SABANETA,20.88,44.17,20.71,12.85,67.8,0,0,0,14.61,17.63,Regular / Aceptable,15.35,13.91,16.76,13.88,6.98,14.54,18.26,85000,0.0,0.0
2024-06-14,SABANETA,17.03,25.04,23.17,13.03,60.1,0,0,0,14.97,17.34,Regular / Aceptable,20.88,15.35,13.91,16.76,13.88,6.98,14.54,85000,0.0,0.0
2024-06-15,SABANETA,12.75,24.68,22.79,10.23,51.5,0,0,0,15.79,16.99,Regular / Aceptable,17.03,20.88,15.35,13.91,16.76,13.88,6.98,85000,0.0,0.0
2024-06-16,SABANETA,14.61,24.07,23.54,10.28,55.2,0,0,0,15.9,16.82,Regular / Aceptable,12.75,17.03,20.88,15.35,13.91,16.76,13.88,85000,0.0,0.0
2024-06-17,SABANETA,17.89,41.87,22.24,14.54,61.8,0,0,0,16.06,16.98,Regular / Aceptable,14.61,12.75,17.03,20.88,15.35,13.91,16.76,85000,0.0,0.0
2024-06-18,SABANETA,18.13,36.65,16.2,13.08,62.3,0,0,0,16.66,17.03,Regular / Aceptable,17.89,14.61,12.75,17.03,20.88,15.35,13.91,85000,0.0,0.0
2024-06-19,SABANETA,17.75,38.33,17.4,13.97,61.5,0,0,0,17.01,17.01,Regular / Aceptable,18.13,17.89,14.61,12.75,17.03,20.88,15.35,85000,0.0,0.0
2024-06-20,SABANETA,14.78,20.31,20.08,14.26,55.6,0,0,0,16.13,16.78,Regular / Aceptable,17.75,18.13,17.89,14.61,12.75,17.03,20.88,85000,0.0,0.0
2024-06-21,SABANETA,15.19,29.85,20.45,14.17,56.4,0,0,0,15.87,16.65,Regular / Aceptable,14.78,17.75,18.13,17.89,14.61,12.75,17.03,85000,0.0,0.0
2024-06-22,SABANETA,11.77,27.23,26.47,9.35,49.0,0,0,0,15.73,16.36,Buena,15.19,14.78,17.75,18.13,17.89,14.61,12.75,85000,0.0,0.0
2024-06-23,SABANETA,12.69,30.2,25.13,11.78,51.4,0,0,0,15.46,16.02,Regular / Aceptable,11.77,15.19,14.78,17.75,18.13,17.89,14.61,85000,0.0,0.0
2024-06-24,SABANETA,17.39,37.03,18.09,11.14,60.8,0,0,0,15.39,16.0,Regular / Aceptable,12.69,11.77,15.19,14.78,17.75,18.13,17.89,85000,0.0,0.0
2024-06-25,SABANETA,19.1,30.09,12.38,10.23,64.2,0,0,0,15.52,16.26,Regular / Aceptable,17.39,12.69,11.77,15.19,14.78,17.75,18.13,85000,0.0,0.0
2024-06-26,SABANETA,16.63,32.75,23.21,14.58,59.3,0,0,0,15.36,16.15,Regular / Aceptable,19.1,17.39,12.69,11.77,15.19,14.78,17.75,85000,0.0,0.0
2024-06-27,SABANETA,13.75,23.63,11.17,14.02,53.5,0,0,0,15.22,15.89,Regular / Aceptable,16.63,19.1,17.39,12.69,11.77,15.19,14.78,85000,0.0,0.0
2024-06-28,SABANETA,12.69,22.85,15.88,13.92,51.4,0,0,0,14.86,15.61,Regular / Aceptable,13.75,16.63,19.1,17.39,12.69,11.77,15.19,85000,0.0,0.0
2024-06-29,SABANETA,9.8,19.43,14.31,9.56,40.8,0,0,0,14.58,15.2,Buena,12.69,13.75,16.63,19.1,17.39,12.69,11.77,85000,0.0,0.0
2024-06-30,SABANETA,8.5,18.04,18.42,9.71,35.4,0,0,0,13.98,14.82,Buena,9.8,12.69,13.75,16.63,19.1,17.39,12.69,85000,0.0,0.0
2024-07-01,SABANETA,17.2,37.42,19.63,12.67,60.4,0,0,0,13.95,14.98,Regular / Aceptable,8.5,9.8,12.69,13.75,16.63,19.1,17.39,85000,0.0,0.0
2024-07-02,SABANETA,20.52,37.36,21.69,15.45,67.0,0,0,0,14.16,15.17,Regular / Aceptable,17.2,8.5,9.8,12.69,13.75,16.63,19.1,85000,0.0,0.0
2024-07-03,SABANETA,15.25,37.75,22.17,13.38,56.5,0,0,0,13.96,15.22,Regular / Aceptable,20.52,17.2,8.5,9.8,12.69,13.75,16.63,85000,0.0,0.0
2024-07-04,SABANETA,16.54,34.77,24.65,11.53,59.1,0,0,0,14.36,15.23,Regular / Aceptable,15.25,20.52,17.2,8.5,9.8,12.69,13.75,85000,0.0,0.0
2024-07-05,SABANETA,19.55,39.67,26.65,14.56,65.1,0,0,0,15.34,15.34,Regular / Aceptable,16.54,15.25,20.52,17.2,8.5,9.8,12.69,85000,0.0,0.0
2024-07-06,SABANETA,12.61,24.26,24.5,10.32,51.2,0,0,0,15.74,15.15,Regular / Aceptable,19.55,16.54,15.25,20.52,17.2,8.5,9.8,85000,0.0,0.0
2024-07-07,SABANETA,14.49,31.32,22.9,8.32,55.0,0,0,0,16.59,15.15,Regular / Aceptable,12.61,19.55,16.54,15.25,20.52,17.2,8.5,85000,0.0,0.0
2024-07-08,SABANETA,18.47,33.84,28.36,13.41,62.9,0,0,0,16.78,15.53,Regular / Aceptable,14.49,12.61,19.55,16.54,15.25,20.52,17.2,85000,0.0,0.0
2024-07-09,SABANETA,19.14,33.58,27.39,13.04,64.3,0,0,0,16.58,15.7,Regular / Aceptable,18.47,14.49,12.61,19.55,16.54,15.25,20.52,85000,0.0,0.0
2024-07-10,SABANETA,15.29,25.56,29.27,12.58,56.6,0,0,0,16.58,15.66,Regular / Aceptable,19.14,18.47,14.49,12.61,19.55,16.54,15.25,85000,0.0,0.0
2024-07-11,SABANETA,20.66,42.63,22.56,13.75,67.3,0,0,0,17.17,15.88,Regular / Aceptable,15.29,19.14,18.47,14.49,12.61,19.55,16.54,85000,0.0,0.0
2024-07-12,SABANETA,17.64,25.27,22.64,12.88,61.3,0,0,0,16.9,15.96,Regular / Aceptable,20.66,15.29,19.14,18.47,14.49,12.61,19.55,85000,0.0,0.0
2024-07-13,SABANETA,16.46,30.22,22.65,10.56,58.9,0,0,0,17.45,15.81,Regular / Aceptable,17.64,20.66,15.29,19.14,18.47,14.49,12.61,85000,0.0,0.0
2024-07-14,SABANETA,14.5,24.58,33.73,7.71,55.0,0,0,0,17.45,15.72,Regular / Aceptable,16.46,17.64,20.66,15.29,19.14,18.47,14.49,85000,0.0,0.0
2024-07-15,SABANETA,16.5,35.0,24.79,11.96,59.0,0,0,0,17.17,15.85,Regular / Aceptable,14.5,16.46,17.64,20.66,15.29,19.14,18.47,85000,0.0,0.0
2024-07-16,SABANETA,17.19,32.29,26.85,12.49,60.4,0,0,0,16.89,15.94,Regular / Aceptable,16.5,14.5,16.46,17.64,20.66,15.29,19.14,85000,0.0,0.0
2024-07-17,SABANETA,15.71,34.18,28.25,12.34,57.4,0,0,0,16.95,15.86,Regular / Aceptable,17.19,16.5,14.5,16.46,17.64,20.66,15.29,85000,0.0,0.0
2024-07-18,SABANETA,18.48,28.93,20.84,12.6,63.0,0,0,0,16.64,15.87,Regular / Aceptable,15.71,17.19,16.5,14.5,16.46,17.64,20.66,85000,0.0,0.0
2024-07-19,SABANETA,17.62,33.16,29.27,10.77,61.2,0,0,0,16.64,15.87,Regular / Aceptable,18.48,15.71,17.19,16.5,14.5,16.46,17.64,85000,0.0,0.0
2024-07-20,SABANETA,11.02,17.7,30.29,10.4,45.9,0,0,0,15.86,15.74,Buena,17.62,18.48,15.71,17.19,16.5,14.5,16.46,85000,0.0,0.0
2024-07-21,SABANETA,12.12,16.57,27.96,10.8,50.2,0,0,0,15.52,15.64,Regular / Aceptable,11.02,17.62,18.48,15.71,17.19,16.5,14.5,85000,0.0,0.0
2024-07-22,SABANETA,11.94,25.95,19.72,14.22,49.8,0,0,0,14.87,15.65,Buena,12.12,11.02,17.62,18.48,15.71,17.19,16.5,85000,0.0,0.0
2024-07-23,SABANETA,15.18,22.81,30.84,17.05,56.4,0,0,0,14.58,15.73,Regular / Aceptable,11.94,12.12,11.02,17.62,18.48,15.71,17.19,85000,0.0,0.0
2024-07-24,SABANETA,15.19,26.44,22.32,13.55,56.4,0,0,0,14.51,15.66,Regular / Aceptable,15.18,11.94,12.12,11.02,17.62,18.48,15.71,85000,0.0,0.0
2024-07-25,SABANETA,20.48,33.51,31.57,12.93,67.0,0,0,0,14.79,15.7,Regular / Aceptable,15.19,15.18,11.94,12.12,11.02,17.62,18.48,85000,0.0,0.0
2024-07-26,SABANETA,12.16,24.83,27.25,12.44,50.3,0,0,0,14.01,15.56,Regular / Aceptable,20.48,15.19,15.18,11.94,12.12,11.02,17.62,85000,0.0,0.0
2024-07-27,SABANETA,13.28,26.55,32.29,10.21,52.6,0,0,0,14.34,15.54,Regular / Aceptable,12.16,20.48,15.19,15.18,11.94,12.12,11.02,85000,0.0,0.0
2024-07-28,SABANETA,8.93,17.11,24.14,9.71,37.2,0,0,0,13.88,15.41,Buena,13.28,12.16,20.48,15.19,15.18,11.94,12.12,85000,0.0,0.0
2024-07-29,SABANETA,18.79,39.99,21.7,14.24,63.6,0,0,0,14.86,15.71,Regular / Aceptable,8.93,13.28,12.16,20.48,15.19,15.18,11.94,85000,0.0,0.0
2024-07-30,SABANETA,12.32,19.85,20.07,11.5,50.6,0,0,0,14.45,15.84,Regular / Aceptable,18.79,8.93,13.28,12.16,20.48,15.19,15.18,85000,0.0,0.0
2024-07-31,SABANETA,15.08,33.61,28.1,12.44,56.2,0,0,0,14.43,15.77,Regular / Aceptable,12.32,18.79,8.93,13.28,12.16,20.48,15.19,85000,0.0,0.0
2024-08-01,SABANETA,19.84,37.67,21.7,10.63,65.7,0,0,0,14.34,15.75,Regular / Aceptable,15.08,12.32,18.79,8.93,13.28,12.16,20.48,85000,0.0,0.0
2024-08-02,SABANETA,20.64,33.41,20.69,14.04,67.3,0,0,0,15.55,15.93,Regular / Aceptable,19.84,15.08,12.32,18.79,8.93,13.28,12.16,85000,0.0,0.0
2024-08-03,SABANETA,14.64,26.62,25.11,9.27,55.3,0,0,0,15.75,15.86,Regular / Aceptable,20.64,19.84,15.08,12.32,18.79,8.93,13.28,85000,0.0,0.0
2024-08-04,SABANETA,14.53,25.95,23.71,7.71,55.1,0,0,0,16.55,15.7,Regular / Aceptable,14.64,20.64,19.84,15.08,12.32,18.79,8.93,85000,0.0,0.0
2024-08-05,SABANETA,17.49,34.44,16.86,9.12,61.0,0,0,0,16.36,15.86,Regular / Aceptable,14.53,14.64,20.64,19.84,15.08,12.32,18.79,85000,0.0,0.0
2024-08-06,SABANETA,19.54,28.57,22.17,16.63,65.1,0,0,0,17.39,16.03,Regular / Aceptable,17.49,14.53,14.64,20.64,19.84,15.08,12.32,85000,0.0,0.0
2024-08-07,SABANETA,20.31,34.81,17.95,15.37,66.6,0,0,0,18.14,16.09,Regular / Aceptable,19.54,17.49,14.53,14.64,20.64,19.84,15.08,85000,0.0,0.0
2024-08-08,SABANETA,22.57,42.07,21.35,13.01,71.1,0,0,0,18.53,16.2,Regular / Aceptable,20.31,19.54,17.49,14.53,14.64,20.64,19.84,85000,0.0,0.0
2024-08-09,SABANETA,21.88,36.85,26.99,15.1,69.8,0,0,0,18.71,16.42,Regular / Aceptable,22.57,20.31,19.54,17.49,14.53,14.64,20.64,85000,0.0,0.0
2024-08-10,SABANETA,19.16,41.8,31.92,9.4,64.3,0,0,0,19.35,16.37,Regular / Aceptable,21.88,22.57,20.31,19.54,17.49,14.53,14.64,85000,0.0,0.0
2024-08-11,SABANETA,13.16,21.06,30.63,9.87,52.3,0,0,0,19.16,16.22,Regular / Aceptable,19.16,21.88,22.57,20.31,19.54,17.49,14.53,85000,0.0,0.0
2024-08-12,SABANETA,21.45,39.16,26.32,14.09,68.9,0,0,0,19.72,16.39,Regular / Aceptable,13.16,19.16,21.88,22.57,20.31,19.54,17.49,85000,0.0,0.0
2024-08-13,SABANETA,19.48,39.45,28.4,15.52,65.0,0,0,0,19.72,16.56,Regular / Aceptable,21.45,13.16,19.16,21.88,22.57,20.31,19.54,85000,0.0,0.0
2024-08-14,SABANETA,18.92,25.82,24.19,11.78,63.8,0,0,0,19.52,16.64,Regular / Aceptable,19.48,21.45,13.16,19.16,21.88,22.57,20.31,85000,0.0,0.0
2024-08-15,SABANETA,20.33,33.32,26.01,14.03,66.7,0,0,0,19.2,16.74,Regular / Aceptable,18.92,19.48,21.45,13.16,19.16,21.88,22.57,85000,0.0,0.0
2024-08-16,SABANETA,21.79,39.49,27.87,13.57,69.6,0,0,0,19.18,16.94,Regular / Aceptable,20.33,18.92,19.48,21.45,13.16,19.16,21.88,85000,0.0,0.0
2024-08-17,SABANETA,16.1,30.87,27.68,8.13,58.2,0,0,0,18.75,16.86,Regular / Aceptable,21.79,20.33,18.92,19.48,21.45,13.16,19.16,85000,0.0,0.0
2024-08-18,SABANETA,14.72,28.02,20.33,10.47,55.4,0,0,0,18.97,16.77,Regular / Aceptable,16.1,21.79,20.33,18.92,19.48,21.45,13.16,85000,0.0,0.0
2024-08-19,SABANETA,20.58,37.9,20.76,12.36,67.2,0,0,0,18.85,17.09,Regular / Aceptable,14.72,16.1,21.79,20.33,18.92,19.48,21.45,85000,0.0,0.0
2024-08-20,SABANETA,20.52,40.26,33.46,14.54,67.0,0,0,0,18.99,17.37,Regular / Aceptable,20.58,14.72,16.1,21.79,20.33,18.92,19.48,85000,0.0,0.0
2024-08-21,SABANETA,22.41,42.88,24.65,10.23,70.8,0,0,0,19.49,17.72,Regular / Aceptable,20.52,20.58,14.72,16.1,21.79,20.33,18.92,85000,0.0,0.0
2024-08-22,SABANETA,17.66,30.56,32.96,13.91,61.3,0,0,0,19.11,17.8,Regular / Aceptable,22.41,20.52,20.58,14.72,16.1,21.79,20.33,85000,0.0,0.0
2024-08-23,SABANETA,24.98,45.6,22.26,16.09,76.0,0,0,0,19.57,18.12,Regular / Aceptable,17.66,22.41,20.52,20.58,14.72,16.1,21.79,85000,0.0,0.0
2024-08-24,SABANETA,13.38,26.32,28.72,9.18,52.8,0,0,0,19.18,17.89,Regular / Aceptable,24.98,17.66,22.41,20.52,20.58,14.72,16.1,85000,0.0,0.0
2024-08-25,SABANETA,12.66,25.72,17.63,12.93,51.3,0,0,0,18.88,17.9,Regular / Aceptable,13.38,24.98,17.66,22.41,20.52,20.58,14.72,85000,0.0,0.0
2024-08-26,SABANETA,23.26,49.47,26.82,10.1,72.5,0,0,0,19.27,18.24,Regular / Aceptable,12.66,13.38,24.98,17.66,22.41,20.52,20.58,85000,0.0,0.0
2024-08-27,SABANETA,27.94,49.83,20.78,10.23,81.9,0,0,0,20.33,18.87,Regular / Aceptable,23.26,12.66,13.38,24.98,17.66,22.41,20.52,85000,0.0,0.0
2024-08-28,SABANETA,18.93,38.82,26.25,8.68,63.9,0,0,0,19.83,18.88,Regular / Aceptable,27.94,23.26,12.66,13.38,24.98,17.66,22.41,85000,0.0,0.0
2024-08-29,SABANETA,18.82,31.65,21.9,13.84,63.6,0,0,0,20.0,19.09,Regular / Aceptable,18.93,27.94,23.26,12.66,13.38,24.98,17.66,85000,0.0,0.0
2024-08-30,SABANETA,25.09,43.66,22.6,10.67,76.2,0,0,0,20.01,19.43,Regular / Aceptable,18.82,18.93,27.94,23.26,12.66,13.38,24.98,85000,0.0,0.0
2024-08-31,SABANETA,15.54,27.69,28.62,11.56,57.1,0,0,0,20.32,19.28,Regular / Aceptable,25.09,18.82,18.93,27.94,23.26,12.66,13.38,85000,0.0,0.0
2024-09-01,SABANETA,16.18,28.59,14.95,8.89,58.4,0,0,0,20.82,19.13,Regular / Aceptable,15.54,25.09,18.82,18.93,27.94,23.26,12.66,85000,0.0,0.0
2024-09-02,SABANETA,23.17,46.46,11.84,10.55,72.3,0,0,0,20.81,19.42,Regular / Aceptable,16.18,15.54,25.09,18.82,18.93,27.94,23.26,85000,0.0,0.0
2024-09-03,SABANETA,18.56,33.56,19.28,13.54,63.1,0,0,0,19.47,19.55,Regular / Aceptable,23.17,16.18,15.54,25.09,18.82,18.93,27.94,85000,0.0,0.0
2024-09-04,SABANETA,21.52,39.11,24.61,14.72,69.0,0,0,0,19.84,19.69,Regular / Aceptable,18.56,23.17,16.18,15.54,25.09,18.82,18.93,85000,0.0,0.0
2024-09-05,SABANETA,18.74,35.66,21.65,14.62,63.5,0,0,0,19.83,19.66,Regular / Aceptable,21.52,18.56,23.17,16.18,15.54,25.09,18.82,85000,0.0,0.0
2024-09-06,SABANETA,18.1,25.79,21.45,13.85,62.2,0,0,0,18.83,19.59,Regular / Aceptable,18.74,21.52,18.56,23.17,16.18,15.54,25.09,85000,0.0,0.0
2024-09-07,SABANETA,15.48,27.98,8.67,7.29,57.0,0,0,0,18.82,19.35,Regular / Aceptable,18.1,18.74,21.52,18.56,23.17,16.18,15.54,85000,0.0,0.0
2024-09-08,SABANETA,15.02,29.83,23.32,10.18,56.0,0,0,0,18.66,19.12,Regular / Aceptable,15.48,18.1,18.74,21.52,18.56,23.17,16.18,85000,0.0,0.0
2024-09-09,SABANETA,14.54,28.64,13.77,12.83,55.1,0,0,0,17.42,18.97,Regular / Aceptable,15.02,15.48,18.1,18.74,21.52,18.56,23.17,85000,0.0,0.0
2024-09-10,SABANETA,20.17,43.27,17.64,11.77,66.3,0,0,0,17.65,19.2,Regular / Aceptable,14.54,15.02,15.48,18.1,18.74,21.52,18.56,85000,0.0,0.0
2024-09-11,SABANETA,22.96,53.04,24.12,13.48,71.9,0,0,0,17.86,19.25,Regular / Aceptable,20.17,14.54,15.02,15.48,18.1,18.74,21.52,85000,0.0,0.0
2024-09-12,SABANETA,18.7,34.19,22.98,18.29,63.4,0,0,0,17.85,19.23,Regular / Aceptable,22.96,20.17,14.54,15.02,15.48,18.1,18.74,85000,0.0,0.0
2024-09-13,SABANETA,22.19,46.91,20.55,10.99,70.4,0,0,0,18.44,19.33,Regular / Aceptable,18.7,22.96,20.17,14.54,15.02,15.48,18.1,85000,0.0,0.0
2024-09-14,SABANETA,12.58,26.16,17.27,9.29,51.2,0,0,0,18.02,19.08,Regular / Aceptable,22.19,18.7,22.96,20.17,14.54,15.02,15.48,85000,0.0,0.0
2024-09-15,SABANETA,15.19,25.94,21.44,7.84,56.4,0,0,0,18.05,18.86,Regular / Aceptable,12.58,22.19,18.7,22.96,20.17,14.54,15.02,85000,0.0,0.0
2024-09-16,SABANETA,22.35,45.11,14.59,13.68,70.7,0,0,0,19.16,19.06,Regular / Aceptable,15.19,12.58,22.19,18.7,22.96,20.17,14.54,85000,0.0,0.0
2024-09-17,SABANETA,24.11,45.12,19.6,13.62,74.2,0,0,0,19.73,19.38,Regular / Aceptable,22.35,15.19,12.58,22.19,18.7,22.96,20.17,85000,0.0,0.0
2024-09-18,SABANETA,19.14,36.72,15.97,16.13,64.3,0,0,0,19.18,19.33,Regular / Aceptable,24.11,22.35,15.19,12.58,22.19,18.7,22.96,85000,0.0,0.0
2024-09-19,SABANETA,16.23,34.6,14.22,15.05,58.5,0,0,0,18.83,19.19,Regular / Aceptable,19.14,24.11,22.35,15.19,12.58,22.19,18.7,85000,0.0,0.0
2024-09-20,SABANETA,24.37,55.89,19.36,11.86,74.7,0,0,0,19.14,19.25,Regular / Aceptable,16.23,19.14,24.11,22.35,15.19,12.58,22.19,85000,0.0,0.0
2024-09-21,SABANETA,14.87,27.03,20.31,11.63,55.7,0,0,0,19.47,19.16,Regular / Aceptable,24.37,16.23,19.14,24.11,22.35,15.19,12.58,85000,0.0,0.0
2024-09-22,SABANETA,11.08,18.34,17.47,12.4,46.2,0,0,0,18.88,18.7,Buena,14.87,24.37,16.23,19.14,24.11,22.35,15.19,85000,0.0,0.0
2024-09-23,SABANETA,24.32,52.42,20.51,11.36,74.6,0,0,0,19.16,19.06,Regular / Aceptable,11.08,14.87,24.37,16.23,19.14,24.11,22.35,85000,0.0,0.0
2024-09-24,SABANETA,21.51,47.51,22.69,13.04,69.0,0,0,0,18.79,19.36,Regular / Aceptable,24.32,11.08,14.87,24.37,16.23,19.14,24.11,85000,0.0,0.0
2024-09-25,SABANETA,21.08,37.66,20.5,10.76,68.2,0,0,0,19.07,19.28,Regular / Aceptable,21.51,24.32,11.08,14.87,24.37,16.23,19.14,85000,0.0,0.0
2024-09-26,SABANETA,24.39,52.45,17.43,12.99,74.8,0,0,0,20.23,19.16,Regular / Aceptable,21.08,21.51,24.32,11.08,14.87,24.37,16.23,85000,0.0,0.0
2024-09-27,SABANETA,26.25,56.66,21.82,14.33,78.5,0,0,0,20.5,19.41,Regular / Aceptable,24.39,21.08,21.51,24.32,11.08,14.87,24.37,85000,0.0,0.0
2024-09-28,SABANETA,13.17,25.85,15.18,9.05,52.3,0,0,0,20.26,19.22,Regular / Aceptable,26.25,24.39,21.08,21.51,24.32,11.08,14.87,85000,0.0,0.0
2024-09-29,SABANETA,12.88,23.27,24.57,6.83,51.8,0,0,0,20.51,18.81,Regular / Aceptable,13.17,26.25,24.39,21.08,21.51,24.32,11.08,85000,0.0,0.0
2024-09-30,SABANETA,18.75,30.71,18.71,12.42,63.5,0,0,0,19.72,18.92,Regular / Aceptable,12.88,13.17,26.25,24.39,21.08,21.51,24.32,85000,0.0,0.0
2024-10-01,SABANETA,21.73,43.35,19.32,14.13,69.5,0,0,0,19.75,19.11,Regular / Aceptable,18.75,12.88,13.17,26.25,24.39,21.08,21.51,85000,0.0,0.0
2024-10-02,SABANETA,23.77,45.64,19.94,12.97,73.5,0,0,0,20.13,19.12,Regular / Aceptable,21.73,18.75,12.88,13.17,26.25,24.39,21.08,85000,0.0,0.0
2024-10-03,SABANETA,23.8,48.02,26.67,15.75,73.6,0,0,0,20.05,19.3,Regular / Aceptable,23.77,21.73,18.75,12.88,13.17,26.25,24.39,85000,0.0,0.0
